Timestamp,AOD_550nm,site_name,lat,lon,height
2024-07-02 00:11:58,0.798264,Shanghai,31.51667,121.95833,15.5
2024-07-02 01:04:00,0.962714,Shanghai,31.51667,121.95833,15.5
2024-07-02 01:11:58,1.260972,Shanghai,31.51667,121.95833,15.5
2024-07-02 03:22:04,0.677446,Shanghai,31.51667,121.95833,15.5
2024-07-02 04:19:03,1.482969,Shanghai,31.51667,121.95833,15.5
2024-07-02 05:21:57,2.92983,Shanghai,31.51667,121.95833,15.5
2024-07-02 05:26:56,2.671216,Shanghai,31.51667,121.95833,15.5
2024-07-02 05:51:58,1.757672,Shanghai,31.51667,121.95833,15.5
2024-07-02 06:18:57,0.931465,Shanghai,31.51667,121.95833,15.5
2024-07-02 21:39:11,0.2509,Shanghai,31.51667,121.95833,15.5
2024-07-02 21:42:25,0.285932,Shanghai,31.51667,121.95833,15.5
2024-07-02 21:47:58,0.2973,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:00:59,0.304161,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:06:58,0.288467,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:22:55,0.288919,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:25:16,0.283966,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:27:32,0.282546,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:29:36,0.283528,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:34:11,0.277518,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:36:05,0.278082,Shanghai,31.51667,121.95833,15.5
2024-07-02 22:45:58,0.290113,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:10:01,0.409031,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:12:00,0.405834,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:16:01,0.420583,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:19:01,0.417955,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:22:03,0.406792,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:25:01,0.424975,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:27:02,0.41992,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:31:01,0.424445,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:34:02,0.443188,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:37:01,0.421608,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:40:01,0.441242,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:42:05,0.461275,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:46:02,0.499399,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:52:02,0.512483,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:55:04,0.514535,Shanghai,31.51667,121.95833,15.5
2024-07-03 02:57:02,0.527335,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:04:02,0.558322,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:07:03,0.628759,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:16:06,0.649409,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:19:04,0.630751,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:22:02,0.68173,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:31:02,0.626911,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:37:02,0.614701,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:40:02,0.620594,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:49:01,0.656923,Shanghai,31.51667,121.95833,15.5
2024-07-03 03:54:59,0.6118,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:06:59,0.628911,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:10:00,0.629025,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:12:00,0.611017,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:15:59,0.595811,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:19:01,0.579047,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:21:59,0.577112,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:26:57,0.547895,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:30:58,0.54619,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:33:58,0.532152,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:37:00,0.516212,Shanghai,31.51667,121.95833,15.5
2024-07-03 04:39:58,0.51781,Shanghai,31.51667,121.95833,15.5
